,peak_id,gene_short_name
9473,chr3_89962078_89964778,Atp8b2
9474,chr3_89997921_89999377,Gm19710
9475,chr3_89997921_89999377,Hax1
9476,chr3_9003756_9004999,Tpd52
9477,chr3_90051318_90053513,4933434E20Rik
9478,chr3_90051318_90053513,Ubap2l
9479,chr3_90078900_90080819,Tpm3
9480,chr3_90213103_90214362,Rab13
9481,chr3_90213103_90214362,Rps27rt
9482,chr3_90219942_90220990,Rab13
9483,chr3_90231034_90232412,Jtb
9484,chr3_90242973_90243861,Creb3l4
9485,chr3_90247507_90248999,Slc39a1
9486,chr3_90253501_90255174,Crtc2
9487,chr3_90264834_90266365,Dennd4b
9488,chr3_90388655_90390559,Slc27a3
9489,chr3_90432691_90434335,Ints3
9490,chr3_90464759_90466892,Npr1
9491,chr3_90475481_90476973,Ilf2
9492,chr3_90490470_90491725,Snapin
9493,chr3_90508255_90510136,Chtop
9494,chr3_90514176_90515102,S100a1
9495,chr3_90514176_90515102,S100a13
9496,chr3_90540934_90541354,S100a16
9497,chr3_90585600_90586085,S100a3
9498,chr3_90612574_90613226,S100a6
9499,chr3_90652832_90653308,S100a7a
9500,chr3_9249483_9252330,Zbtb10
9501,chr3_93520258_93521177,S100a11
9502,chr3_93554506_93556199,S100a10
9503,chr3_9402766_9403387,C030034L19Rik
9504,chr3_94309455_94311013,Them4
9505,chr3_94371623_94372223,Rorc
9506,chr3_94398569_94400225,Lingo4
9507,chr3_94412335_94413818,1700040D17Rik
9508,chr3_94412335_94413818,Tdrkh
9509,chr3_94442857_94443885,Mrpl9
9510,chr3_94472718_94474315,Riiad1
9511,chr3_94477193_94479241,Celf3
9512,chr3_94483694_94484873,Celf3
9513,chr3_94581180_94583167,Snx27
9514,chr3_94658676_94659026,Tuft1
9515,chr3_94785843_94787920,Cgn
9516,chr3_94836924_94838850,Pogz
9517,chr3_94886310_94887390,Psmb4
9518,chr3_94932600_94933501,Selenbp1
9519,chr3_94953378_94954891,Rfx5
9520,chr3_94974173_94975675,Pi4kb
9521,chr3_95014435_95017091,Zfp687
9522,chr3_95042039_95043254,Psmd4
9523,chr3_95105666_95107401,Pip5k1a
9524,chr3_95110578_95111748,Vps72
9525,chr3_95124227_95124537,Tmod4
9526,chr3_95133396_95134312,Lysmd1
9527,chr3_95133396_95134312,Scnm1
9528,chr3_95142558_95143066,Tnfaip8l2
9529,chr3_95159698_95162690,Sema6c
9530,chr3_95216893_95218449,Gabpb2
9531,chr3_95216893_95218449,Gm16740
9532,chr3_95227137_95231066,Cdc42se1
9533,chr3_95227137_95231066,Mllt11
9534,chr3_95280764_95284073,Mindy1
9535,chr3_95280764_95284073,Prune1
9536,chr3_95314506_95316288,Cers2
9537,chr3_95356661_95357550,Setdb1
9538,chr3_95433729_95435048,Arnt
9539,chr3_95588221_95589362,Golph3l
9540,chr3_95624227_95625863,Ensa
9541,chr3_95658059_95660074,Mcl1
9542,chr3_95687350_95688467,Adamtsl4
9543,chr3_95754295_95755326,Tars2
9544,chr3_95817927_95820574,Rprd2
9545,chr3_95855281_95856514,Prpf3
9546,chr3_95871078_95871793,C920021L13Rik
9547,chr3_95871078_95871793,Mrps21
9548,chr3_95881694_95883390,Ciart
9549,chr3_95893155_95894885,Aph1a
9550,chr3_95904991_95907050,Car14
9551,chr3_95928465_95930692,Anp32e
9552,chr3_95984927_95986776,Gm9054
9553,chr3_95994633_95997617,Plekho1
9554,chr3_96057457_96058950,Vps45
9555,chr3_9608257_9610803,Zfp704
9556,chr3_96103863_96105116,Otud7b
9557,chr3_96160733_96162547,Mtmr11
9558,chr3_96171804_96173088,Sf3b4
9559,chr3_96180704_96182287,Sv2a
9560,chr3_96196580_96198700,Bola1
9561,chr3_96219133_96221878,Hist2h2ab
9562,chr3_96219133_96221878,Hist2h2ac
9563,chr3_96219133_96221878,Hist2h2be
9564,chr3_96239467_96240933,Hist2h2aa2
9565,chr3_96239467_96240933,Hist2h3c1
9566,chr3_96244873_96245693,Hist2h2aa2
9567,chr3_96244873_96245693,Hist2h3c1
9568,chr3_96246259_96246353,Hist2h3c1
9569,chr3_96262019_96264368,Hist2h4
9570,chr3_96268137_96270461,Hist2h2bb
9571,chr3_96268137_96270461,Hist2h3b
9572,chr3_96413997_96415233,Terc
9573,chr3_96557040_96558536,Txnip
9574,chr3_96593303_96594741,Polr3gl
9575,chr3_96595646_96598873,Ankrd34a
9576,chr3_96600461_96602544,Lix1l
9577,chr3_96629399_96630592,6330549D23Rik
9578,chr3_96629399_96630592,Rbm8a
9579,chr3_96634882_96636081,Pex11b
9580,chr3_96669808_96670703,Ankrd35
9581,chr3_96696092_96697894,Pias3
9582,chr3_96708128_96708804,Nudt17
9583,chr3_96727066_96728903,Polr3c
9584,chr3_96727066_96728903,Rnf115
9585,chr3_96904438_96905772,Gpr89
9586,chr3_97031886_97032501,Gja5
9587,chr3_97157795_97159489,Acp6
9588,chr3_97226429_97228527,Bcl9
9589,chr3_97609331_97610663,Chd1l
9590,chr3_97628684_97628836,Fmo5
9591,chr3_97657484_97659252,Prkab2
9592,chr3_97766788_97768668,Pde4dip
9593,chr3_97887616_97889253,Pde4dip
9594,chr3_97900861_97901636,Sec22b
9595,chr3_97928858_97929397,Gm5544
9596,chr3_98012962_98014465,Notch2
9597,chr3_98280251_98280279,Hmgcs2
9598,chr3_9832453_9834111,Pag1
9599,chr3_98338536_98340297,Phgdh
9600,chr3_98381792_98383831,Zfp697
9601,chr3_99140590_99142010,Wars2
9602,chr3_99253409_99255056,Tbx15
9603,chr4_100095489_100097089,Ror1
9604,chr4_100478481_100479141,Ube2u
9605,chr4_100776021_100778608,Cachd1
9606,chr4_101068678_101070050,Raver2
9607,chr4_101264279_101265731,Jak1
9608,chr4_101354491_101357695,E130102H24Rik
9609,chr4_101418848_101420725,Ak4
9610,chr4_101496221_101497672,Dnajc6
9611,chr4_101507599_101509761,Dnajc6
9612,chr4_101549644_101551538,Dnajc6
9613,chr4_101646679_101648602,Leprot
9614,chr4_101717477_101718063,Lepr
9615,chr4_102254216_102255632,Pde4b
9616,chr4_102568504_102569201,Pde4b
9617,chr4_102569864_102571031,Pde4b
9618,chr4_102588582_102590207,Pde4b
9619,chr4_102758764_102761022,Sgip1
9620,chr4_103011736_103012163,BB031773
9621,chr4_103113626_103115376,Mier1
9622,chr4_103113626_103115376,Wdr78
9623,chr4_103118845_103120122,Mier1
9624,chr4_103213783_103215826,Slc35d1
9625,chr4_103313257_103314873,Oma1
9626,chr4_104366497_104369812,Dab1
9627,chr4_105109041_105110833,Prkaa2
9628,chr4_105156897_105159599,Plpp3
9629,chr4_106315720_106318052,Usp24
9630,chr4_106463393_106465045,Pcsk9
9631,chr4_106560097_106562000,Dhcr24
9632,chr4_106617149_106617499,Lexm
9633,chr4_106650630_106651633,Pars2
9634,chr4_106678493_106679364,Ttc4
9635,chr4_106799719_106800327,Acot11
9636,chr4_106909143_106913207,Ssbp3
9637,chr4_106921665_106922356,Ssbp3
9638,chr4_107066239_107067606,Cyb5rl
9639,chr4_107066239_107067606,Mrpl37
9640,chr4_107177746_107180016,Tceanc2
9641,chr4_107177746_107180016,Tmem59
9642,chr4_107252714_107254881,Hspb11
9643,chr4_107252714_107254881,Lrrc42
9644,chr4_107313480_107314922,Yipf1
9645,chr4_107367423_107368650,Ndc1
9646,chr4_107434057_107435601,Glis1
9647,chr4_107801217_107804402,Lrp8
9648,chr4_107822753_107824051,Lrp8os2
9649,chr4_107879092_107880325,Magoh
9650,chr4_107889219_107890703,0610037L13Rik
9651,chr4_107923048_107924066,Cpt2
9652,chr4_108031336_108032228,Podn
9653,chr4_108118090_108119008,Scp2
9654,chr4_108165224_108165966,Echdc2
9655,chr4_108300117_108301748,Zyg11b
9656,chr4_108326916_108328892,Coa7
9657,chr4_108383082_108383882,Fam159a
9658,chr4_108405914_108407274,Gpx7
9659,chr4_108458782_108461038,Zcchc11
9660,chr4_108578552_108580021,Orc1
9661,chr4_108578552_108580021,Prpf38a
9662,chr4_108619022_108620887,Cc2d1b
9663,chr4_10873023_10875825,2610301B20Rik
9664,chr4_108779636_108781914,Zfyve9
9665,chr4_108832734_108835305,Btf3l4
9666,chr4_108832734_108835305,Txndc12
9667,chr4_108847384_108848779,Kti12
9668,chr4_108878805_108879948,Rab3b
9669,chr4_108999834_109001481,Nrd1
9670,chr4_109117496_109118581,Osbpl9
9671,chr4_109201238_109202901,Osbpl9
9672,chr4_109279923_109281121,Eps15
9673,chr4_109342492_109344376,Eps15
9674,chr4_109405940_109407562,Ttc39a
9675,chr4_109405940_109407562,Ttc39aos1
9676,chr4_109475530_109477367,Rnf11
9677,chr4_109664948_109667401,Cdkn2c
9678,chr4_109675889_109677705,Faf1
9679,chr4_109974219_109979023,Dmrta2
9680,chr4_11006482_11008450,Plekhf2
9681,chr4_110284435_110288122,Elavl4
9682,chr4_110350720_110352376,Elavl4
9683,chr4_110397292_110398255,Agbl4
9684,chr4_11075597_11076789,Ndufaf6
9685,chr4_11123295_11124020,Gm11827
9686,chr4_111414341_111415912,Bend5
9687,chr4_11155664_11157408,Trp53inp1
9688,chr4_111719653_111720772,Spata6
9689,chr4_11190067_11192670,Ccne2
9690,chr4_11253057_11254828,Ints8
9691,chr4_11321384_11322735,Dpy19l4
9692,chr4_11386528_11388651,Esrp1
9693,chr4_114405470_114407100,Trabd2b
9694,chr4_114821453_114822407,Gm12830
9695,chr4_11485055_11486574,Virma
9696,chr4_114907728_114909618,Foxd2
9697,chr4_114907728_114909618,Foxd2os
9698,chr4_114925136_114925919,Foxe3
9699,chr4_114986169_114987708,Cmpk1
9700,chr4_114999348_115000725,Stil
9701,chr4_115056328_115058896,Tal1
9702,chr4_115133192_115134570,Cyp4x1
9703,chr4_115133192_115134570,Cyp4x1os
9704,chr4_11558398_11559352,Rad54b
9705,chr4_115737116_115738372,Efcab14
9706,chr4_115784522_115785571,Atpaf1
9707,chr4_11578917_11580511,Fsbp
9708,chr4_115827458_115828748,Mob3c
9709,chr4_115838731_115839979,Mknk1
9710,chr4_115890396_115890765,6430628N08Rik
9711,chr4_115938442_115940522,Dmbx1
9712,chr4_116017105_116018116,Faah
9713,chr4_116052770_116054480,Nsun4
9714,chr4_116074091_116077020,Lrrc41
9715,chr4_116074091_116077020,Uqcrh
9716,chr4_116123322_116124464,2510003B16Rik
9717,chr4_116123322_116124464,Rad54l
9718,chr4_116143522_116144902,Lurap1
9719,chr4_116149842_116150989,Pomgnt1
9720,chr4_116220251_116222898,Pik3r3
9721,chr4_116463219_116465100,Mast2
9722,chr4_116506923_116508388,Ipp
9723,chr4_116555519_116558263,Gpbp1l1
9724,chr4_116555519_116558263,Tmem69
9725,chr4_116596899_116598248,C530005A16Rik
9726,chr4_116626324_116628459,Nasp
9727,chr4_116650807_116652172,Akr1a1
9728,chr4_116685061_116686331,AV051173
9729,chr4_116685061_116686331,Prdx1
9730,chr4_116707697_116709230,Ccdc163
9731,chr4_116707697_116709230,Mmachc
9732,chr4_116719361_116721557,Tesk2
9733,chr4_116806943_116808368,Mutyh
9734,chr4_116806943_116808368,Toe1
9735,chr4_116820712_116821804,Hpdl
9736,chr4_116876477_116878975,Zswim5
9737,chr4_116993785_116996087,Hectd3
9738,chr4_116993785_116996087,Urod
9739,chr4_117019080_117020001,Eif2b3
9740,chr4_11703541_11705739,Gem
9741,chr4_117095464_117096595,Ptch2
9742,chr4_117125430_117126424,Btbd19
9743,chr4_117125430_117126424,Tctex1d4
9744,chr4_117132853_117134684,Plk3
9745,chr4_117155305_117156597,Rps8
9746,chr4_117155305_117156597,Snord38a
9747,chr4_117155305_117156597,Snord55
9748,chr4_117182026_117183215,Kif2c
9749,chr4_117251456_117252609,Armh1
9750,chr4_117251456_117252609,Tmem53
9751,chr4_117288355_117290044,Rnf220
9752,chr4_117496067_117497309,Rnf220
9753,chr4_117549917_117551396,Eri3
9754,chr4_117681831_117682893,Dmap1
9755,chr4_117834629_117836968,Slc6a9
9756,chr4_117882446_117883871,B4galt2
9757,chr4_117886739_117887988,Atp6v0b
9758,chr4_117891444_117892521,Dph2
9759,chr4_117914405_117916026,Ipo13
9760,chr4_117928072_117929978,Artn
9761,chr4_118134184_118135628,St3gal3
9762,chr4_118179062_118180682,Kdm4a
9763,chr4_118289836_118291772,Ptprf
9764,chr4_118359364_118360792,Hyi
9765,chr4_118408828_118409876,Med8
9766,chr4_118408828_118409876,Szt2
9767,chr4_118427454_118428859,Elovl1
9768,chr4_118436765_118438322,Cdc20
9769,chr4_118620201_118621451,Cfap57
9770,chr4_118620201_118621451,Ebna1bp2
9771,chr4_118961032_118961615,Lao1
9772,chr4_119108158_119109765,Slc2a1
9773,chr4_119173432_119174617,Zfp691
9774,chr4_119194882_119197787,Svbp
9775,chr4_119232103_119234270,AU022252
9776,chr4_119232103_119234270,P3h1
9777,chr4_119253905_119255070,Cldn19
9778,chr4_119292503_119295478,Ybx1
9779,chr4_119320074_119321045,Ppih
9780,chr4_119359230_119360026,Ccdc30
9781,chr4_119414741_119416066,Ccdc30
9782,chr4_119421882_119423359,Ppcs
9783,chr4_119421882_119423359,Zmynd12
9784,chr4_119492161_119493131,Rimkla
9785,chr4_119538966_119540889,Foxj3
9786,chr4_119538966_119540889,Frg2f1
9787,chr4_11964918_11967355,1700123M08Rik
9788,chr4_11964918_11967355,Pdp1
9789,chr4_119813861_119815489,Hivep3
9790,chr4_120286188_120288851,Foxo6
9791,chr4_120404838_120406266,Scmh1
9792,chr4_120569066_120571087,Ctps
9793,chr4_120666235_120667677,Cited4
9794,chr4_120746008_120748846,Kcnq4
9795,chr4_120815329_120816381,Nfyc
9796,chr4_120824670_120826468,Nfyc
9797,chr4_120854563_120855694,Rims3
9798,chr4_12087310_12089800,Rbm12b2
9799,chr4_12087310_12089800,Tmem67
9800,chr4_120924356_120925792,Exo5
9801,chr4_120950731_120952570,Zfp69
9802,chr4_121016165_121017911,Smap2
9803,chr4_121097572_121098684,Zmpste24
9804,chr4_121214084_121215808,Rlf
9805,chr4_12139839_12140534,Rbm12b1
9806,chr4_12170892_12172379,Fam92a
9807,chr4_122835518_122836851,Ppt1
9808,chr4_122885307_122887287,Cap1
9809,chr4_122959860_122961513,Mfsd2a
9810,chr4_122995053_122999937,Mycl
9811,chr4_123013035_123017075,Trit1
9812,chr4_123104699_123105664,Bmp8b
9813,chr4_123116080_123117001,Oxct2b
9814,chr4_123139363_123140499,Ppie
9815,chr4_123182131_123184103,Hpcal4
9816,chr4_123200591_123201931,Nt5c1a
9817,chr4_123233550_123233944,Heyl
9818,chr4_123282352_123284024,Pabpc4
9819,chr4_123342174_123343624,Bmp8a
9820,chr4_123411136_123412789,D830031N03Rik
9821,chr4_123663179_123666031,Gm12925
9822,chr4_123717588_123718713,Ndufs5
9823,chr4_123748817_123751128,Akirin1
9824,chr4_123787472_123787992,Rhbdl2
9825,chr4_123904428_123905690,Mycbp
9826,chr4_123916517_123918118,Rragc
9827,chr4_124485700_124486607,1700057H15Rik
9828,chr4_124656130_124659557,Pou3f1
9829,chr4_124693022_124693951,Utp11
9830,chr4_124700492_124702314,Fhl3
9831,chr4_124714270_124715305,Sf3a3
9832,chr4_124741429_124742424,Inpp5b
9833,chr4_124750840_124752264,Gm12915
9834,chr4_124801782_124803175,Mtf1
9835,chr4_124849522_124851617,1110065P20Rik
9836,chr4_124849522_124851617,Yrdc
9837,chr4_124861086_124862960,Maneal
9838,chr4_124880954_124882875,Epha10
9839,chr4_124894417_124895433,1700125G02Rik
9840,chr4_124936476_124937500,9930104L06Rik
9841,chr4_124936476_124937500,Cdca8
9842,chr4_124986134_124986561,Rspo1
9843,chr4_125029420_125030577,Gnl2
9844,chr4_125065483_125067256,Dnali1
9845,chr4_125065483_125067256,Snip1
9846,chr4_125084476_125086214,Meaf6
9847,chr4_125127321_125128252,Zc3h12a
9848,chr4_125488928_125492054,Grik3
9849,chr4_125921374_125922582,2610028E06Rik
9850,chr4_126046543_126047632,Mrps15
9851,chr4_126057898_126059219,Oscp1
9852,chr4_126096266_126097304,Lsm10
9853,chr4_126102009_126104763,Stk40
9854,chr4_126147865_126149136,Eva1b
9855,chr4_126162412_126163519,Sh3d21
9856,chr4_126201593_126203477,Thrap3
9857,chr4_126254673_126257633,Map7d1
9858,chr4_126261769_126262961,Trappc3
9859,chr4_126320952_126322259,Adprhl2
9860,chr4_126428640_126430288,Ago3
9861,chr4_126467530_126469365,Ago1
9862,chr4_126532590_126534385,Ago4
9863,chr4_126556526_126557698,Clspn
9864,chr4_126609453_126610336,5730409E04Rik
9865,chr4_126677090_126678217,Psmb2
9866,chr4_126734631_126736568,Tfap2e
9867,chr4_126751250_126754569,AU040320
9868,chr4_126751250_126754569,Ncdn
9869,chr4_126967275_126968595,Zmym4
9870,chr4_127020683_127022796,Sfpq
9871,chr4_127060668_127061569,Zmym1
9872,chr4_127076620_127077880,Zmym6
9873,chr4_127125756_127126428,Tmem35b
9874,chr4_127167996_127170119,Dlgap3
9875,chr4_127243432_127244409,Smim12
9876,chr4_127313612_127314568,Gja4
9877,chr4_127329130_127331040,Gjb3
9878,chr4_127971262_127971490,CK137956
9879,chr4_127985446_127990075,Csmd2
9880,chr4_128261195_128261531,Hmgb4os
9881,chr4_128609458_128610825,Zscan20
9882,chr4_128654075_128655899,Phc2
9883,chr4_128688368_128689499,Phc2
9884,chr4_128726937_128729795,Phc2
9885,chr4_128804645_128807425,Zfp362
9886,chr4_128883160_128884870,Trim62
9887,chr4_128961895_128963177,Azin2
9888,chr4_128992723_128994100,Ak2
9889,chr4_129057526_129059514,Rnf19b
9890,chr4_12906562_12907582,Triqk
9891,chr4_129120571_129123084,Hpca
9892,chr4_129136353_129137377,Fndc5
9893,chr4_129188485_129190813,S100pbp
9894,chr4_129188485_129190813,Yars
9895,chr4_129227696_129228544,C77080
9896,chr4_129237956_129239664,C77080
9897,chr4_129286199_129287940,Sync
9898,chr4_129334488_129336540,Rbbp4
9899,chr4_129334488_129336540,Zbtb8os
9900,chr4_129376836_129378412,Zbtb8a
9901,chr4_129440673_129441107,Zbtb8b
9902,chr4_129460807_129462261,Bsdc1
9903,chr4_129491262_129492047,Fam229a
9904,chr4_129512993_129515196,Marcksl1
9905,chr4_129541812_129543340,Hdac1
9906,chr4_129600068_129601149,Eif3i
9907,chr4_129600068_129601149,Tmem234
9908,chr4_129618346_129619918,Iqcc
9909,chr4_129623370_129625462,Ccdc28b
9910,chr4_129640024_129642136,Txlna
9911,chr4_129671418_129673273,Kpna6
9912,chr4_129695725_129697502,Tmem39b
9913,chr4_129741054_129743451,Khdrbs1
9914,chr4_129819534_129821630,Ptp4a2
9915,chr4_129959275_129960975,1700003M07Rik
9916,chr4_129982429_129986760,Adgrb2
9917,chr4_130047209_130048549,Col16a1
9918,chr4_130107019_130108197,Pef1
9919,chr4_130138317_130139379,Hcrtr1
9920,chr4_130273563_130276051,Serinc2
9921,chr4_130307733_130309478,Fabp3
9922,chr4_130359424_130360637,Snrnp40
9923,chr4_130359424_130360637,Zcchc17
9924,chr4_130572689_130574650,Nkain1
9925,chr4_130662509_130664538,Pum1
9926,chr4_130791730_130793361,Sdc3
9927,chr4_131836386_131838740,Ptpru
9928,chr4_131842999_131843892,Mecr
9929,chr4_131872706_131874627,Srsf4
9930,chr4_131920061_131922115,Gm12992
9931,chr4_131920061_131922115,Tmem200b
9932,chr4_132047987_132050326,Epb41
9933,chr4_132074651_132075778,Epb41
9934,chr4_132144371_132144829,Oprd1
9935,chr4_132211109_132212776,Ythdf2
9936,chr4_132260833_132261912,Gmeb1
9937,chr4_132268856_132270872,Rnu11
9938,chr4_132273624_132275058,Taf12
9939,chr4_132302827_132303601,Rab42
9940,chr4_132308147_132310174,Snhg12
9941,chr4_132308147_132310174,Snora16a
9942,chr4_132308147_132310174,Snora44
9943,chr4_132308147_132310174,Snora61
9944,chr4_132328953_132330176,Trnau1ap
9945,chr4_132344686_132346065,Rcc1
9946,chr4_132352781_132354147,Snhg3
9947,chr4_132421455_132423054,Phactr4
9948,chr4_132463415_132464492,Med18
9949,chr4_132509446_132511036,Sesn2
9950,chr4_132535286_132536200,Atpif1
9951,chr4_132535286_132536200,Dnajc8
9952,chr4_132638474_132639770,Eya3
9953,chr4_132732258_132732824,Xkr8
9954,chr4_132756786_132757472,Smpdl3b
9955,chr4_132767796_132768939,Rpa2
9956,chr4_132842308_132843769,Ppp1r8
9957,chr4_132883716_132885143,Stx12
9958,chr4_132921758_132923436,Fam76a
9959,chr4_133010982_133014213,Ahdc1
9960,chr4_133129894_133131352,Wasf2
9961,chr4_133212003_133213621,Gpr3
9962,chr4_133240905_133242011,Map3k6
9963,chr4_133276913_133278376,Tmem222
9964,chr4_133338192_133340159,Wdtc1
9965,chr4_133369375_133370369,Mir5122
9966,chr4_133369375_133370369,Slc9a1
9967,chr4_133479595_133480488,Fam46b
9968,chr4_133497322_133499021,Trnp1
9969,chr4_133545198_133546568,Nudc
9970,chr4_133573940_133575297,Gpatch3
9971,chr4_133583892_133584776,Gpn2
9972,chr4_133632534_133633823,Zdhhc18
9973,chr4_133671047_133674477,Pigv
9974,chr4_133751289_133754982,Arid1a
9975,chr4_133887106_133888562,Rps6ka1
9976,chr4_133966812_133972105,Hmgn2
9977,chr4_134000305_134001505,Dhdds
9978,chr4_134102236_134103177,Ubxn11
9979,chr4_134128114_134129440,Sh3bgrl3
9980,chr4_134186207_134187760,Cep85
9981,chr4_134245005_134246418,Zfp593
9982,chr4_134254074_134254461,Grrp1
9983,chr4_134286496_134288298,Pdik1l
9984,chr4_134370561_134372927,Extl1
9985,chr4_134395487_134397318,Pafah2
9986,chr4_134400179_134402047,Pafah2
9987,chr4_134449868_134451179,1700021N21Rik
9988,chr4_134466361_134470415,Stmn1
9989,chr4_134496550_134498234,Paqr7
9990,chr4_134510704_134511466,Aunip
9991,chr4_134534251_134536140,Mtfr1l
9992,chr4_134551425_134552673,Selenon
9993,chr4_134567323_134568299,Mir6403
9994,chr4_134703342_134705153,Man1c1
9995,chr4_134767104_134768386,Ldlrap1
9996,chr4_134851960_134854629,Tmem57
9997,chr4_134913397_134915613,Tmem50a
9998,chr4_134922530_134924766,Rsrp1
9999,chr4_134930216_134931586,Syf2
10000,chr4_135271302_135273730,Clic4
10001,chr4_135352298_135354262,Srrm1
10002,chr4_135433199_135434758,Rcan3
10003,chr4_135493502_135495534,Nipal3
10004,chr4_135573023_135573818,Grhl3
10005,chr4_135685969_135686893,Ifnlr1
10006,chr4_135853925_135857079,Srsf10
10007,chr4_135872860_135874525,Pnrc2
10008,chr4_135920120_135921330,Fuca1
10009,chr4_135945799_135947434,Hmgcl
10010,chr4_135963023_135964580,Gale
10011,chr4_135971719_135973055,Lypla2
10012,chr4_135986479_135987783,Pithd1
10013,chr4_136020968_136022366,Eloa
10014,chr4_136052538_136053931,Gm48909
10015,chr4_136052538_136053931,Rpl11
10016,chr4_136143225_136145180,Id3
10017,chr4_136171836_136173117,E2f2
10018,chr4_136179884_136180881,E2f2
10019,chr4_136205832_136207171,Asap3
10020,chr4_136247444_136249429,Tcea3
10021,chr4_136283710_136286662,Zfp46
10022,chr4_136309707_136311940,Hnrnpr
10023,chr4_136424129_136425429,Htr1d
10024,chr4_136469150_136471199,Luzp1
10025,chr4_136601352_136603141,Kdm1a
10026,chr4_136621228_136621738,Lactbl1
10027,chr4_136833978_136837214,Ephb2
10028,chr4_136893887_136894566,C1qc
10029,chr4_136956452_136957333,Epha8
10030,chr4_137047679_137049299,Zbtb40
10031,chr4_137276789_137278863,Wnt4
10032,chr4_137356240_137358224,Cdc42
10033,chr4_13742067_13745843,Runx1t1
10034,chr4_137467902_137469703,Hspg2
10035,chr4_13749855_13751984,Runx1t1
10036,chr4_137593393_137595097,Usp48
10037,chr4_137664263_137665510,Rap1gap
10038,chr4_137679931_137682138,Rap1gap
10039,chr4_137707109_137708254,Rap1gap
10040,chr4_137707109_137708254,Rap1gapos
10041,chr4_137722462_137723741,Rap1gap
10042,chr4_137795451_137796690,Alpl
10043,chr4_13783961_13786043,Runx1t1
10044,chr4_137861338_137863036,Ece1
10045,chr4_137992683_137994797,Eif4g3
10046,chr4_138215868_138217895,Hp1bp3
10047,chr4_138249686_138252352,Sh2d5
10048,chr4_138261662_138263007,Kif17
10049,chr4_138304002_138305299,Ddost
10050,chr4_138325319_138326617,Pink1
10051,chr4_138367825_138368281,Cda
10052,chr4_138394898_138396822,Fam43b
10053,chr4_138434151_138435210,Mul1
10054,chr4_138453393_138456712,Camk2n1
10055,chr4_138725007_138725440,Pla2g2c
10056,chr4_138819142_138819228,Pla2g5
10057,chr4_138913168_138914488,Otud3
10058,chr4_138972031_138973860,Tmco4
10059,chr4_139074440_139076003,Htr6
10060,chr4_139091496_139093244,Nbl1
10061,chr4_139130094_139131569,Minos1
10062,chr4_139191919_139193796,Capzb
10063,chr4_139309596_139311517,Akr7a5
10064,chr4_139309596_139311517,Pqlc2
10065,chr4_139351733_139353183,Emc1
10066,chr4_139351733_139353183,Mrto4
10067,chr4_139379806_139381327,Ubr4
10068,chr4_139573731_139575994,Iffo2
10069,chr4_139622215_139623504,Aldh4a1
10070,chr4_139643962_139644476,Mir7020
10071,chr4_139931132_139934129,4933427I22Rik
10072,chr4_140243827_140247326,Igsf21
10073,chr4_140380561_140381373,Gm13016
10074,chr4_140647455_140649773,Arhgef10l
10075,chr4_140700942_140704068,Rcc2
10076,chr4_140743309_140743355,Padi6
10077,chr4_140905699_140906895,Padi2
10078,chr4_140957041_140958483,Gm13031
10079,chr4_140960565_140962325,Sdhb
10080,chr4_140985956_140987860,Atp13a2
10081,chr4_141010172_141012962,Mfap2
10082,chr4_141052271_141054474,Crocc
10083,chr4_141059643_141061545,Crocc
10084,chr4_141077742_141078766,Necap2
10085,chr4_141138916_141140334,Szrd1
10086,chr4_141147248_141148946,Fbxo42
10087,chr4_141213335_141214941,Rsg1
10088,chr4_141300944_141301947,Epha2
10089,chr4_141367779_141368803,Fam131c
10090,chr4_141444231_141445663,Zbtb17
10091,chr4_141534929_141539355,Spen
10092,chr4_141544872_141547840,B330016D10Rik
10093,chr4_141599469_141600257,Fblim1
10094,chr4_141617302_141618943,Tmem82
10095,chr4_141663209_141664800,Plekhm2
10096,chr4_141722746_141724117,Ddi2
10097,chr4_141790094_141791483,Dnajc16
10098,chr4_141792820_141794518,Casp9
10099,chr4_141873913_141876095,Efhd2
10100,chr4_142083624_142084863,Tmem51
10101,chr4_142083624_142084863,Tmem51os1
10102,chr4_142238552_142240132,Kazn
10103,chr4_143211604_143213255,Prdm2
10104,chr4_143298486_143299795,Pdpn
10105,chr4_143349539_143350629,Lrrc38
10106,chr4_143412148_143413317,Pramef8
10107,chr4_144892104_144895554,Dhrs3
10108,chr4_145194118_145195494,Vps13d
10109,chr4_145246185_145246939,Tnfrsf1b
10110,chr4_145463702_145464076,Smarca5-ps
10111,chr4_14621209_14623655,Slc26a7
10112,chr4_147809213_147810142,Zfp984
10113,chr4_147847863_147848959,Zfp933
10114,chr4_147867869_147869402,Fv1
10115,chr4_147867869_147869402,Miip
10116,chr4_147904106_147905701,Mfn2
10117,chr4_147936086_147937186,Plod1
10118,chr4_147940067_147941635,2510039O18Rik
10119,chr4_148000129_148000620,Nppa
10120,chr4_148038117_148039992,Clcn6
10121,chr4_148038117_148039992,Mthfr
10122,chr4_148040691_148041649,Mthfr
10123,chr4_148087635_148088570,Agtrap
10124,chr4_148129437_148132331,Draxin
10125,chr4_148129437_148132331,Mad2l2
10126,chr4_148139699_148141301,Mad2l2
10127,chr4_148151120_148152505,Fbxo6
10128,chr4_148158671_148161340,Fbxo2
10129,chr4_148158671_148161340,Fbxo44
10130,chr4_14825844_14827107,Otud6b
10131,chr4_148286218_148288963,Disp3
