Approved Symbol	EntrezGene ID
SWI5	375757
SWSAP1	126074
SWT1	54823
SYAP1	94056
SYBU	55638
SYCE1	93426
SYCE1L	100130958
SYCE2	256126
SYCE3	644186
SYCN	342898
SYCP1	6847
SYCP2	10388
SYCP2L	221711
SYCP3	50511
SYDE1	85360
SYDE2	84144
SYF2	25949
SYF2P1	317778
SYF2P2	100128275
SYK	6850
SYM2	6852
SYMPK	8189
SYN1	6853
SYN2	6854
SYN3	8224
SYNC	81493
SYNCRIP	10492
SYNDIG1	79953
SYNDIG1L	646658
SYNE1	23345
SYNE1-AS1	100505475
SYNE2	23224
SYNE3	161176
SYNE4	163183
SYNGAP1	8831
SYNGR1	9145
SYNGR2	9144
SYNGR2P1	283698
SYNGR2P2	138916
SYNGR3	9143
SYNGR4	23546
SYNJ1	8867
SYNJ2	8871
SYNJ2-IT1	100874300
SYNJ2BP	55333
SYNJ2BP-COX16	100529257
SYNM	23336
SYNPO	11346
SYNPO2	171024
SYNPO2L	79933
SYNPR	132204
SYNPR-AS1	100874016
SYNRG	11276
SYP	6855
SYP-AS1	100873921
SYPL1	6856
SYPL2	284612
SYS1	90196
SYS1-DBNDD2	767557
SYT1	6857
SYT2	127833
SYT3	84258
SYT4	6860
SYT5	6861
SYT6	148281
SYT7	9066
SYT8	90019
SYT9	143425
SYT10	341359
SYT11	23208
SYT12	91683
SYT13	57586
SYT14	255928
SYT14P1	401135
SYT15	83849
SYT16	83851
SYT17	51760
SYTL1	84958
SYTL2	54843
SYTL3	94120
SYTL4	94121
SYTL5	94122
SYVN1	84447
SZRD1	26099
SZT2	23334
SZT2-AS1	100873952
T	6862
TAAR1	134864
TAAR2	9287
TAAR3	9288
TAAR4P	503612
TAAR5	9038
TAAR6	319100
TAAR7P	503611
TAAR8	83551
TAAR9	134860
TAB1	10454
TAB2	23118
TAB3	257397
TAB3-AS1	727682
TAB3-AS2	100873926
TAB3P1	643199
TAC1	6863
TAC3	6866
TAC4	255061
TACC1	6867
TACC1P1	219752
TACC2	10579
TACC3	10460
TACO1	51204
TACR1	6869
TACR2	6865
TACR3	6870
TACSTD2	4070
TADA1	117143
TADA2A	6871
TADA2B	93624
TADA3	10474
TAF1	6872
TAF1A	9015
TAF1A-AS1	100506161
TAF1B	9014
TAF1C	9013
TAF1D	79101
TAF1L	138474
TAF2	6873
TAF3	83860
TAF4	6874
TAF4B	6875
TAF5	6877
TAF5L	27097
TAF5LP1	645744
TAF6	6878
TAF6L	10629
TAF7	6879
TAF7L	54457
TAF8	129685
TAF9	6880
TAF9B	51616
TAF9BP1	246135
TAF9BP2	100130319
TAF9P1	360002
TAF9P2	360003
TAF9P3	163088
TAF10	6881
TAF11	6882
TAF12	6883
TAF13	6884
TAF13P1	246112
TAF13P2	100462886
TAF15	8148
TAGAP	117289
TAGLN	6876
TAGLN2	8407
TAGLN2P1	100418887
TAGLN2P2	642319
TAGLN3	29114
TAL1	6886
TAL2	6887
TALDO1	6888
TALDO1P1	6889
TAMM41	132001
TANC1	85461
TANC2	26115
TANGO2	128989
TANGO6	79613
TANK	10010
TAOK1	57551
TAOK2	9344
TAOK3	51347
TAP1	6890
TAP2	6891
TAPBP	6892
TAPBPL	55080
TAPT1	202018
TAPT1-AS1	202020
TAPVR1	6893
TARBP1	6894
TARBP2	6895
TARBP2P1	6896
TARDBP	23435
TARDBPP1	643503
TARDBPP2	440142
TARID	100507308
TARM1	441864
TARS	6897
TARS2	80222
TARS2P1	100533844
TARSL2	123283
TAS1R1	80835
TAS1R2	80834
TAS1R3	83756
TAS2R1	50834
TAS2R2P	338396
TAS2R3	50831
TAS2R4	50832
TAS2R5	54429
TAS2R6P	448990
TAS2R7	50837
TAS2R8	50836
TAS2R9	50835
TAS2R10	50839
TAS2R12P	266656
TAS2R13	50838
TAS2R14	50840
TAS2R15P	266657
TAS2R16	50833
TAS2R18P	338414
TAS2R19	259294
TAS2R20	259295
TAS2R22	266661
TAS2R30	259293
TAS2R31	259290
TAS2R33	266665
TAS2R36	266666
TAS2R37	266667
TAS2R38	5726
TAS2R39	259285
TAS2R40	259286
TAS2R41	259287
TAS2R42	353164
TAS2R43	259289
TAS2R45	259291
TAS2R46	259292
TAS2R50	259296
TAS2R60	338398
TAS2R62P	338399
TAS2R63P	338413
TAS2R64P	338412
TAS2R67P	448991
TAS2R68P	100653053
TASP1	55617
TAT	6898
TAT-AS1	100132529
TATDN1	83940
TATDN1P1	728737
TATDN2	9797
TATDN2P1	100131103
TATDN2P2	100272205
TATDN2P3	100420458
TATDN3	128387
TAX1BP1	8887
TAX1BP3	30851
TAZ	6901
TBATA	219793
TBC1D1	23216
TBC1D2	55357
TBC1D2B	23102
TBC1D3	729873
TBC1D3B	414059
TBC1D3C	414060
TBC1D3D	
TBC1D3E	102723859
TBC1D3F	84218
TBC1D3G	101060321
TBC1D3H	729877
TBC1D3I	102724862
TBC1D3J	100510707
TBC1D3K	101060351
TBC1D3L	101060376
TBC1D3P1	400609
TBC1D3P1-DHX40P1	653645
TBC1D3P2	440452
TBC1D3P3	653017
TBC1D3P4	100631253
TBC1D3P5	440419
TBC1D3P6	101928566
TBC1D3P7	106480773
TBC1D4	9882
TBC1D5	9779
TBC1D7	51256
TBC1D8	11138
TBC1D8B	54885
TBC1D9	23158
TBC1D9B	23061
TBC1D10A	83874
TBC1D10B	26000
TBC1D10C	374403
TBC1D12	23232
TBC1D13	54662
TBC1D14	57533
TBC1D15	64786
TBC1D16	125058
TBC1D17	79735
TBC1D19	55296
TBC1D20	128637
TBC1D21	161514
TBC1D22A	25771
TBC1D22A-AS1	642757
TBC1D22B	55633
TBC1D23	55773
TBC1D24	57465
TBC1D25	4943
TBC1D26	353149
TBC1D27	96597
TBC1D28	254272
TBC1D29	26083
TBC1D30	23329
TBC1D31	93594
TBC1D32	221322
TBCA	6902
TBCAP1	494540
TBCAP2	494541
TBCAP3	101290501
TBCB	1155
TBCC	6903
TBCCD1	55171
TBCD	6904
TBCE	6905
TBCEL	219899
TBCK	93627
TBK1	29110
TBKBP1	9755
TBL1X	6907
TBL1XR1	79718
TBL1XR1-AS1	100874217
TBL1Y	90665
TBL1YP1	286555
TBL2	26608
TBL3	10607
TBP	6908
TBPL1	9519
TBPL2	387332
TBR1	10716
TBRG1	84897
TBRG4	9238
TBX1	6899
TBX2	6909
TBX2-AS1	103689912
TBX3	6926
TBX4	9496
TBX5	6910
TBX5-AS1	255480
TBX6	6911
TBX10	347853
TBX15	6913
TBX18	9096
TBX18-AS1	102724201
TBX19	9095
TBX20	57057
TBX21	30009
TBX22	50945
TBX23P	57160
TBXA1R	6914
TBXA2R	6915
TBXAS1	6916
TC2N	123036
TCAF1	9747
TCAF1P1	653199
TCAF2	285966
TCAF2P1	653691
TCAIM	285343
TCAM1P	146771
TCAP	8557
TCEA1	6917
TCEA1P1	6918
TCEA1P2	399511
TCEA1P3	340501
TCEA1P4	100421350
TCEA2	6919
TCEA3	6920
TCEAL1	9338
TCEAL2	140597
TCEAL3	85012
TCEAL3-AS1	100874119
TCEAL4	79921
TCEAL4P1	100874432
TCEAL5	340543
TCEAL6	158931
TCEAL7	56849
TCEAL8	90843
TCEAL8P1	101059982
TCEAL9	51186
TCEANC	170082
TCEANC2	127428
TCEB1	6921
TCEB1P2	283747
TCEB1P3	644540
TCEB1P4	100462873
TCEB1P5	100288493
TCEB1P6	100462867
TCEB1P7	100462868
TCEB1P8	100462869
TCEB1P9	100462870
TCEB1P10	100462871
TCEB1P11	100462872
TCEB1P12	100462874
TCEB1P13	100462875
TCEB1P14	100462876
TCEB1P15	100462877
TCEB1P16	100462878
TCEB1P17	100462879
TCEB1P18	100130626
TCEB1P19	100462880
TCEB1P20	100287778
TCEB1P21	100462866
TCEB1P22	100287579
TCEB1P23	100462881
TCEB1P24	100287692
TCEB1P26	101059905
TCEB1P27	107133523
TCEB1P28	100287483
TCEB1P29	100132973
TCEB1P30	106481670
TCEB1P31	100422582
TCEB1P32	106481964
TCEB1P33	101928827
TCEB1P34	106481671
TCEB1P35	106480250
TCEB2	6923
TCEB2P1	246717
TCEB2P2	253665
TCEB2P3	100856810
TCEB2P4	100874519
TCEB3	6924
TCEB3-AS1	100506963
TCEB3B	51224
TCEB3C	162699
TCEB3CL	728929
TCEB3CL2	100506888
TCERG1	10915
TCERG1L	256536
TCERG1L-AS1	101927489
TCF3	6929
TCF3P1	100129107
TCF4	6925
TCF4-AS1	105372127
TCF4-AS2	106480339
TCF7	6932
TCF7L1	83439
TCF7L1-IT1	100874334
TCF7L2	6934
TCF12	6938
TCF15	6939
TCF19	6941
TCF20	6942
TCF21	6943
TCF23	150921
TCF24	100129654
TCF25	22980
TCFL5	10732
TCHH	7062
TCHHL1	126637
TCHP	84260
TCIRG1	10312
TCL1A	8115
TCL1B	9623
TCL4	6946
TCL6	27004
TCN1	6947
TCN2	6948
TCOF1	6949
TCP1	6950
TCP1P1	647047
TCP1P2	6952
TCP1P3	400013
TCP10	6953
TCP10L	140290
TCP10L2	401285
TCP11	6954
TCP11L1	55346
TCP11L2	255394
TCP11X1	100996631
TCP11X2	100996648
TCP11X3P	106481605
TCTA	6988
TCTE1	202500
TCTE3	6991
TCTEX1D1	200132
TCTEX1D2	255758
TCTEX1D4	343521
TCTN1	79600
TCTN2	79867
TCTN3	26123
TDG	6996
TDGF1	6997
TDGF1P1	100421177
TDGF1P2	22816
TDGF1P3	6998
TDGF1P4	22815
TDGF1P5	22814
TDGF1P6	22813
TDGF1P7	100129080
TDGP1	645233
TDH	157739
TDO2	6999
TDP1	55775
TDP2	51567
TDRD1	56165
TDRD3	81550
TDRD5	163589
TDRD6	221400
TDRD7	23424
TDRD9	122402
TDRD10	126668
TDRD12	91646
TDRD15	100129278
TDRG1	732253
TDRKH	11022
TDRP	157695
TEAD1	7003
TEAD2	8463
TEAD3	7005
TEAD4	7004
TEC	7006
TECPR1	25851
TECPR2	9895
TECR	9524
TECRL	253017
TECRP1	442777
TECRP2	391696
TECTA	7007
TECTB	6975
TEDDM1	127670
TEDDM2P	127671
TEF	7008
TEFM	79736
TEK	7010
TEKT1	83659
TEKT2	27285
TEKT3	64518
TEKT4	150483
TEKT4P1	727768
TEKT4P2	100132288
TEKT4P3	100873355
TEKT5	146279
TELAB1	338411
TELO2	9894
TEN1	100134934
TEN1-CDK3	100529145
TENM1	10178
TENM2	57451
TENM3	55714
TENM4	26011
TEP1	7011
TEPP	374739
TEPSIN	146705
TERB1	283847
TERB2	145645
TERC	7012
TERF1	7013
TERF1P1	348567
TERF1P2	646359
TERF1P3	646316
TERF1P4	648283
TERF1P5	283523
TERF2	7014
TERF2IP	54386
TERF2IPP1	644899
TERT	7015
TES	26136
TESC	54997
TESC-AS1	101928244
TESK1	7016
TESK2	10420
TESMIN	9633
TESPA1	9840
TET1	80312
TET1P1	441662
TET2	54790
TET2-AS1	104384744
TET3	200424
TEX2	55852
TEX9	374618
TEX10	54881
TEX11	56159
TEX12	56158
TEX13A	56157
TEX13B	56156
TEX13C	100129520
TEX13D	100132015
TEX14	56155
TEX15	56154
TEX16P	100499435
TEX19	400629
TEX21P	441687
TEX22	647310
TEX26	122046
TEX26-AS1	100507064
TEX28	1527
TEX28P1	728447
TEX28P2	653363
TEX29	121793
TEX30	93081
TEX33	339669
TEX35	84066
TEX36	387718
TEX36-AS1	100169752
TEX37	200523
TEX38	374973
TEX40	25858
TEX41	401014
TEX43	389320
TEX101	83639
TEX261	113419
TEX264	51368
TF	7018
TFAM	7019
TFAMP1	260341
TFAMP2	260340
TFAP2A	7020
TFAP2A-AS1	100130275
TFAP2B	7021
TFAP2C	7022
TFAP2D	83741
TFAP2E	339488
TFAP4	7023
TFB1M	51106
TFB2M	64216
TFCP2	7024
TFCP2L1	29842
TFDP1	7027
TFDP1P	391158
TFDP2	7029
TFDP3	51270
TFE3	7030
TFEB	7942
TFEC	22797
TFF1	7031
TFF2	7032
TFF3	7033
TFG	10342
TFIP11	24144
TFP1	100129696
TFPI	7035
TFPI2	7980
TFPT	29844
TFR2	7036
TFRC	7037
TG	7038
TGCT1	50830
TGDS	23483
TGFA	7039
TGFA-IT1	100874273
TGFB1	7040
TGFB1I1	7041
TGFB2	7042
TGFB2-AS1	728463
TGFB2-OT1	103611157
TGFB3	7043
TGFBI	7045
TGFBR1	7046
TGFBR2	7048
TGFBR3	7049
TGFBR3L	100507588
TGFBRAP1	9392
TGIF1	7050
TGIF1P1	126052
TGIF2	60436
TGIF2-C20orf24	100527943
TGIF2LX	90316
TGIF2LY	90655
TGIF2P1	126826
TGM1	7051
TGM2	7052
TGM3	7053
TGM4	7047
TGM5	9333
TGM6	343641
TGM7	116179
TGOLN2	10618
TGS1	96764
TH	7054
TH2LCRR	101927761
THA1P	390816
THADA	63892
THAP1	55145
THAP2	83591
THAP3	90326
THAP4	51078
THAP5	168451
THAP5P1	285872
THAP5P2	100129618
THAP6	152815
THAP7	80764
THAP7-AS1	439931
THAP8	199745
THAP9	79725
THAP9-AS1	100499177
THAP10	56906
THAP11	57215
THAP12	5612
THAP12P1	728748
THAP12P2	100422711
THAP12P3	399774
THAP12P4	100129382
THAP12P5	100129074
THAP12P6	100128764
THAP12P7	100422712
THAP12P8	645939
THAP12P9	100131309
THAP12P10	100422715
THAS	7055
THBD	7056
THBS1	7057
THBS2	7058
THBS3	7059
THBS4	7060
THEG	51298
THEGL	100506564
THEM4	117145
THEM4P1	677880
THEM5	284486
THEM6	51337
THEM7P	106480297
THEMIS	387357
THEMIS2	9473
THEMIS3P	100420484
THG1L	54974
THM	7063
THNSL1	79896
THNSL2	55258
THOC1	9984
THOC2	57187
THOC3	84321
THOC5	8563
THOC6	79228
THOC7	80145
THOC7-AS1	100874039
THOP1	7064
THPO	7066
THRA	7067
THRAP3	9967
THRAP3P1	391524
THRB	7068
THRB-AS1	644990
THRB-IT1	100874274
THRIL	102659353
THRSP	7069
THSD1	55901
THSD1P1	374500
THSD4	79875
THSD4-AS1	101929196
THSD4-AS2	101929173
THSD7A	221981
THSD7B	80731
THTPA	79178
THUMPD1	55623
THUMPD1P1	391276
THUMPD2	80745
THUMPD3	25917
THUMPD3-AS1	440944
THUMPD3P1	100419989
THY1	7070
THYN1	29087
TIA1	7072
TIAF1	9220
TIAL1	7073
TIAM1	7074
TIAM2	26230
TICAM1	148022
TICAM2	353376
TICRR	90381
TIE1	7075
TIFA	92610
TIFAB	497189
TIGAR	57103
TIGD1	200765
TIGD2	166815
TIGD3	220359
TIGD4	201798
TIGD5	84948
TIGD6	81789
TIGD7	91151
TIGIT	201633
TIMD4	91937
TIMELESS	8914
TIMM8A	1678
TIMM8AP1	399520
TIMM8B	26521
TIMM8BP1	100874425
TIMM8BP2	100874417
TIMM9	26520
TIMM9P1	100862726
TIMM9P2	100862727
TIMM9P3	100862725
TIMM10	26519
TIMM10B	26515
TIMM13	26517
TIMM17A	10440
TIMM17B	10245
TIMM17BP1	390298
TIMM21	29090
TIMM22	29928
TIMM23	100287932
TIMM23B	100652748
TIMM44	10469
TIMM50	92609
TIMMDC1	51300
TIMP1	7076
TIMP2	7077
TIMP3	7078
TIMP4	7079
TINAG	27283
TINAGL1	64129
TINCR	257000
TINF2	26277
TIPARP	25976
TIPARP-AS1	100287227
TIPIN	54962
TIPRL	261726
TIRAP	114609
TJAP1	93643
TJP1	7082
TJP1P1	64730
TJP2	9414
TJP3	27134
TK1	7083
TK2	7084
TKCR	7085
TKFC	26007
TKT	7086
TKTL1	8277
TKTL2	84076
TLCD1	116238
TLCD2	727910
TLDC1	57707
TLDC2	140711
TLE1	7088
TLE1P1	645381
TLE2	7089
TLE3	7090
TLE4	7091
TLE6	79816
TLK1	9874
TLK1P1	100129793
TLK2	11011
TLK2P1	646202
TLK2P2	553121
TLL1	7092
TLL2	7093
TLN1	7094
TLN2	83660
TLR1	7096
TLR2	7097
TLR3	7098
TLR4	7099
TLR5	7100
TLR6	10333
TLR7	51284
TLR8	51311
TLR8-AS1	349408
TLR9	54106
TLR10	81793
TLR12P	100131451
TLX1	3195
TLX1NB	100038246
TLX2	3196
TLX3	30012
TM2D1	83941
TM2D2	83877
TM2D3	80213
TM4SF1	4071
TM4SF1-AS1	100874091
TM4SF4	7104
TM4SF5	9032
TM4SF18	116441
TM4SF19	116211
TM4SF19-AS1	100874214
TM4SF19-TCTEX1D2	100534611
TM4SF20	79853
TM6SF1	53346
TM6SF2	53345
TM7SF2	7108
TM7SF3	51768
TM9SF1	10548
TM9SF2	9375
TM9SF3	56889
TM9SF4	9777
TMA7	51372
TMA16	55319
TMA16P1	100101405
TMA16P2	100101407
TMBIM1	64114
TMBIM4	51643
TMBIM6	7009
TMBIM7P	
TMC1	117531
TMC2	117532
TMC3	342125
TMC3-AS1	101929655
TMC4	147798
TMC5	79838
TMC6	11322
TMC7	79905
TMC8	147138
TMCC1	23023
TMCC1-AS1	100507032
TMCC1P1	100128132
TMCC2	9911
TMCC3	57458
TMCO1	54499
TMCO2	127391
TMCO3	55002
TMCO4	255104
TMCO5A	145942
TMCO5B	100652857
TMCO6	55374
TMED1	11018
TMED2	10959
TMED3	23423
TMED4	222068
TMED5	50999
TMED6	146456
TMED7	51014
TMED7-TICAM2	100302736
TMED8	283578
TMED9	54732
TMED10	10972
TMED10P1	286102
TMED10P2	100129727
TMED11P	100379220
TMEFF1	8577
TMEFF2	23671
TMEM2	23670
TMEM5	10329
TMEM5-AS1	104169670
TMEM8A	58986
TMEM8B	51754
TMEM8C	389827
TMEM9	252839
TMEM9B	56674
TMEM9B-AS1	493900
TMEM11	8834
TMEM14A	28978
TMEM14B	81853
TMEM14C	51522
TMEM14DP	645203
TMEM14EP	645843
TMEM17	200728
TMEM18	129787
TMEM19	55266
TMEM25	84866
TMEM26	219623
TMEM26-AS1	101928781
TMEM27	57393
TMEM30A	55754
TMEM30B	161291
TMEM30CP	644444
TMEM31	203562
TMEM33	55161
TMEM35A	59353
TMEM35B	100506144
TMEM37	140738
TMEM38A	79041
TMEM38B	55151
TMEM39A	55254
TMEM39B	55116
TMEM40	55287
TMEM41A	90407
TMEM41B	440026
TMEM42	131616
TMEM43	79188
TMEM44	93109
TMEM44-AS1	100507297
TMEM45A	55076
TMEM45B	120224
TMEM47	83604
TMEM50A	23585
TMEM50B	757
TMEM51	55092
TMEM51-AS1	200197
TMEM52	339456
TMEM52B	120939
TMEM53	79639
TMEM54	113452
TMEM55A	55529
TMEM55B	90809
TMEM56	148534
TMEM56-RWDD3	100527978
TMEM57	55219
TMEM59	9528
TMEM59L	25789
TMEM60	85025
TMEM61	199964
TMEM62	80021
TMEM63A	9725
TMEM63B	55362
TMEM63C	57156
TMEM64	169200
TMEM65	157378
TMEM67	91147
TMEM68	137695
TMEM69	51249
TMEM70	54968
TMEM71	137835
TMEM72	643236
TMEM72-AS1	220980
TMEM74	157753
TMEM74B	55321
TMEM75	641384
TMEM78	677790
TMEM79	84283
TMEM80	283232
TMEM81	388730
TMEM82	388595
TMEM86A	144110
TMEM86B	255043
TMEM87A	25963
TMEM87B	84910
TMEM88	92162
TMEM88B	643965
TMEM89	440955
TMEM91	641649
TMEM92	162461
TMEM92-AS1	103752589
TMEM94	9772
TMEM95	339168
TMEM97	27346
TMEM97P1	100873880
TMEM97P2	724059
TMEM98	26022
TMEM99	147184
TMEM100	55273
TMEM101	84336
TMEM102	284114
TMEM104	54868
TMEM105	284186
TMEM106A	113277
TMEM106B	54664
TMEM106C	79022
TMEM107	84314
TMEM108	66000
TMEM108-AS1	101927455
TMEM109	79073
TMEM110	375346
TMEM110-MUSTN1	100526772
TMEM114	283953
TMEM115	11070
TMEM116	89894
TMEM117	84216
TMEM119	338773
TMEM120A	83862
TMEM120B	144404
TMEM121	80757
TMEM123	114908
TMEM125	128218
TMEM126A	84233
TMEM126B	55863
TMEM127	55654
TMEM128	85013
TMEM129	92305
TMEM130	222865
TMEM131	23505
TMEM132A	54972
TMEM132B	114795
TMEM132C	92293
TMEM132D	121256
TMEM132E	124842
TMEM133	83935
TMEM134	80194
TMEM135	65084
TMEM136	219902
TMEM138	51524
TMEM139	135932
TMEM140	55281
TMEM141	85014
TMEM143	55260
TMEM144	55314
TMEM145	284339
TMEM147	10430
TMEM147-AS1	100506469
TMEM150A	129303
TMEM150B	284417
TMEM150C	441027
TMEM151A	256472
TMEM151B	441151
TMEM154	201799
TMEM155	132332
TMEM156	80008
TMEM158	25907
TMEM159	57146
TMEM160	54958
TMEM161A	54929
TMEM161B	153396
TMEM161B-AS1	100505894
TMEM161BP1	646360
TMEM163	81615
TMEM164	84187
TMEM165	55858
TMEM167A	153339
TMEM167AP1	360028
TMEM167B	56900
TMEM168	64418
TMEM169	92691
TMEM170A	124491
TMEM170B	100113407
TMEM171	134285
TMEM173	340061
TMEM174	134288
TMEM175	84286
TMEM176A	55365
TMEM176B	28959
TMEM177	80775
TMEM178A	130733
TMEM178B	100507421
TMEM179	388021
TMEM179B	374395
TMEM181	57583
TMEM182	130827
TMEM183A	92703
TMEM183AP1	100048909
TMEM183B	653659
TMEM184A	202915
TMEM184B	25829
TMEM184C	55751
TMEM185A	84548
TMEM185AP1	100506205
TMEM185B	79134
TMEM186	25880
TMEM187	8269
TMEM189	387521
TMEM189-UBE2V1	387522
TMEM190	147744
TMEM191A	84222
TMEM191B	728229
TMEM191C	645426
TMEM192	201931
TMEM196	256130
TMEM198	130612
TMEM198B	440104
TMEM199	147007
TMEM200A	114801
TMEM200B	399474
TMEM200C	645369
TMEM201	199953
TMEM202	338949
TMEM203	94107
TMEM204	79652
TMEM205	374882
TMEM206	55248
TMEM207	131920
TMEM208	29100
TMEM209	84928
TMEM210	100505993
TMEM211	255349
TMEM212	389177
TMEM212-AS1	100874219
TMEM212-IT1	100874359
TMEM213	155006
TMEM214	54867
TMEM215	401498
TMEM216	51259
TMEM217	221468
TMEM218	219854
TMEM219	124446
TMEM220	388335
TMEM220-AS1	101101775
TMEM221	100130519
TMEM222	84065
TMEM223	79064
TMEM225	338661
TMEM229A	730130
TMEM229B	161145
TMEM230	29058
TMEM231	79583
TMEM232	642987
TMEM233	387890
TMEM234	56063
TMEM235	283999
TMEM236	653567
TMEM237	65062
TMEM238	388564
TMEM239	100288797
TMEM240	339453
TMEM241	85019
TMEM242	729515
TMEM243	79161
TMEM244	253582
TMEM245	23731
TMEM246	84302
TMEM246-AS1	101928470
TMEM247	388946
TMEM248	55069
TMEM248P1	645841
TMEM249	340393
TMEM251	26175
TMEM252	169693
TMEM253	643382
TMEM254	80195
TMEM254-AS1	219347
TMEM255A	55026
TMEM255B	348013
TMEM256	254863
TMEM256-PLSCR3	100529211
TMEM256P1	645269
TMEM256P2	106479054
TMEM257	9142
TMEM258	746
TMEM259	91304
TMEM260	54916
TMEM261	90871
TMEM261P1	100289059
TMEM262	100130348
TMEM263	90488
TMEM265	100862671
TMEM266	123591
TMEM267	64417
TMEM268	203197
TMF1	7110
TMF1P1	106480320
TMIE	259236
TMIGD1	388364
TMIGD2	126259
TMIGD3	57413
TMLHE	55217
TMLHE-AS1	100507404
TMOD1	7111
TMOD2	29767
TMOD3	29766
TMOD4	29765
TMPO	7112
TMPO-AS1	100128191
TMPOP1	100129772
TMPOP2	100533619
TMPPE	643853
TMPRSS2	7113
TMPRSS3	64699
TMPRSS4	56649
TMPRSS4-AS1	100526771
TMPRSS5	80975
TMPRSS6	164656
TMPRSS7	344805
TMPRSS9	360200
TMPRSS11A	339967
TMPRSS11B	132724
TMPRSS11BNL	401136
TMPRSS11CP	100381178
TMPRSS11D	9407
TMPRSS11E	28983
TMPRSS11F	389208
TMPRSS11GP	644759
TMPRSS12	283471
TMPRSS13	84000
TMPRSS15	5651
TMSB4X	7114
TMSB4XP1	7115
TMSB4XP2	7116
TMSB4XP3	100873877
TMSB4XP4	7118
TMSB4XP5	7119
TMSB4XP6	7120
TMSB4XP7	7121
TMSB4XP8	7117
TMSB4Y	9087
TMSB10	9168
TMSB10P1	100506723
TMSB10P2	100873786
TMSB15A	11013
TMSB15B	286527
TMTC1	83857
TMTC2	160335
TMTC3	160418
TMTC4	84899
TMUB1	83590
TMUB2	79089
TMX1	81542
TMX2	51075
TMX2-CTNND1	100528016
TMX2P1	100233198
TMX3	54495
TMX4	56255
TNC	3371
TNF	7124
TNFAIP1	7126
TNFAIP2	7127
TNFAIP3	7128
TNFAIP6	7130
TNFAIP8	25816
TNFAIP8L1	126282
TNFAIP8L2	79626
TNFAIP8L3	388121
TNFRSF1A	7132
TNFRSF1B	7133
TNFRSF4	7293
TNFRSF6B	8771
TNFRSF8	943
TNFRSF9	3604
TNFRSF10A	8797
TNFRSF10B	8795
TNFRSF10C	8794
TNFRSF10D	8793
TNFRSF11A	8792
TNFRSF11B	4982
TNFRSF12A	51330
TNFRSF13B	23495
TNFRSF13C	115650
TNFRSF14	8764
TNFRSF17	608
TNFRSF18	8784
TNFRSF19	55504
TNFRSF21	27242
TNFRSF25	8718
TNFSF4	7292
TNFSF8	944
TNFSF9	8744
TNFSF10	8743
TNFSF11	8600
TNFSF12	8742
TNFSF12-TNFSF13	407977
TNFSF13	8741
TNFSF13B	10673
TNFSF14	8740
TNFSF15	9966
TNFSF18	8995
TNIK	23043
TNIP1	10318
TNIP2	79155
TNIP3	79931
TNK1	8711
TNK2	10188
TNK2-AS1	100128262
TNKS	8658
TNKS1BP1	85456
TNKS2	80351
TNKS2-AS1	100507633
TNMD	64102
TNN	63923
TNNC1	7134
TNNC2	7125
TNNI1	7135
TNNI2	7136
TNNI3	7137
TNNI3K	51086
TNNT1	7138
TNNT2	7139
TNNT3	7140
TNP1	7141
TNP2	7142
TNPO1	3842
TNPO1P1	100418919
TNPO1P2	252968
TNPO1P3	339257
TNPO2	30000
TNPO3	23534
TNR	7143
TNR-IT1	100874256
TNRC6A	27327
TNRC6B	23112
TNRC6C	57690
TNRC6C-AS1	100131096
TNRC17	27321
TNRC18	84629
TNRC18P1	644962
TNRC18P2	27320
TNRC18P3	340221
TNS1	7145
TNS2	23371
TNS3	64759
TNS4	84951
TNXA	7146
TNXB	7148
TOB1	10140
TOB1-AS1	400604
TOB2	10766
TOB2P1	222699
TOE1	114034
TOLLIP	54472
TOLLIP-AS1	255512
TOM1	10043
TOM1L1	10040
TOM1L2	146691
TOMM5	401505
TOMM6	100188893
TOMM7	54543
TOMM20	9804
TOMM20L	387990
TOMM20P1	105369446
TOMM20P2	101927540
TOMM20P3	106480301
TOMM20P4	100129272
TOMM22	56993
TOMM22P1	100499416
TOMM22P2	100499417
TOMM22P3	122038
TOMM22P4	100874517
TOMM22P5	390007
TOMM22P6	100287573
TOMM34	10953
TOMM40	10452
TOMM40L	84134
TOMM70	9868
TONSL	4796
TONSL-AS1	100287098
TOP1	7150
TOP1MT	116447
TOP1P1	7151
TOP1P2	7152
TOP2A	7153
TOP2B	7155
TOP3A	7156
TOP3B	8940
TOP3BP1	23751
TOPAZ1	375337
TOPBP1	11073
TOPORS	10210
TOPORS-AS1	100129250
TOPORSLP1	347281
TOR1A	1861
TOR1AIP1	26092
TOR1AIP2	163590
TOR1B	27348
TOR2A	27433
TOR3A	64222
TOR4A	54863
TOX	9760
TOX2	84969
TOX3	27324
TOX4	9878
TOX4P1	285412
TP53	7157
TP53AIP1	63970
TP53BP1	7158
TP53BP2	7159
TP53BP2P1	94299
TP53COR1	102800311
TP53I3	9540
TP53I11	9537
TP53I13	90313
TP53INP1	94241
TP53INP2	58476
TP53RK	112858
TP53TG1	11257
TP53TG3	24150
TP53TG3B	729355
TP53TG3C	653550
TP53TG3D	729264
TP53TG3E	102724101
TP53TG3F	102724127
TP53TG3GP	106660619
TP53TG3HP	100130700
TP53TG5	27296
TP63	8626
TP73	7161
TP73-AS1	57212
TPBG	7162
TPBGL	100507050
